sample_id,image_id,row,col,label,roi_path,is_augmented,source_id,split
IMG_20260406_121211_r0_c1,blue_IMG_20260406_121211,0,1,blue,/content/data/roi/blue/IMG_20260406_121211_r0_c1.jpg,False,IMG_20260406_121211_r0_c1,train
IMG_20260406_121211_r0_c2,blue_IMG_20260406_121211,0,2,blue,/content/data/roi/blue/IMG_20260406_121211_r0_c2.jpg,False,IMG_20260406_121211_r0_c2,train
IMG_20260406_121211_r1_c0,blue_IMG_20260406_121211,1,0,blue,/content/data/roi/blue/IMG_20260406_121211_r1_c0.jpg,False,IMG_20260406_121211_r1_c0,train
IMG_20260406_121211_r1_c1,blue_IMG_20260406_121211,1,1,blue,/content/data/roi/blue/IMG_20260406_121211_r1_c1.jpg,False,IMG_20260406_121211_r1_c1,train
IMG_20260406_121211_r1_c2,blue_IMG_20260406_121211,1,2,blue,/content/data/roi/blue/IMG_20260406_121211_r1_c2.jpg,False,IMG_20260406_121211_r1_c2,train
IMG_20260406_121211_r2_c0,blue_IMG_20260406_121211,2,0,blue,/content/data/roi/blue/IMG_20260406_121211_r2_c0.jpg,False,IMG_20260406_121211_r2_c0,train
IMG_20260406_121211_r2_c1,blue_IMG_20260406_121211,2,1,blue,/content/data/roi/blue/IMG_20260406_121211_r2_c1.jpg,False,IMG_20260406_121211_r2_c1,train
IMG_20260406_121211_r2_c2,blue_IMG_20260406_121211,2,2,blue,/content/data/roi/blue/IMG_20260406_121211_r2_c2.jpg,False,IMG_20260406_121211_r2_c2,train
IMG_20260406_121215_r0_c0,blue_IMG_20260406_121215,0,0,blue,/content/data/roi/blue/IMG_20260406_121215_r0_c0.jpg,False,IMG_20260406_121215_r0_c0,train
IMG_20260406_121215_r0_c1,blue_IMG_20260406_121215,0,1,blue,/content/data/roi/blue/IMG_20260406_121215_r0_c1.jpg,False,IMG_20260406_121215_r0_c1,train
IMG_20260406_121215_r0_c2,blue_IMG_20260406_121215,0,2,blue,/content/data/roi/blue/IMG_20260406_121215_r0_c2.jpg,False,IMG_20260406_121215_r0_c2,train
IMG_20260406_121215_r1_c0,blue_IMG_20260406_121215,1,0,blue,/content/data/roi/blue/IMG_20260406_121215_r1_c0.jpg,False,IMG_20260406_121215_r1_c0,train
IMG_20260406_121215_r1_c1,blue_IMG_20260406_121215,1,1,blue,/content/data/roi/blue/IMG_20260406_121215_r1_c1.jpg,False,IMG_20260406_121215_r1_c1,train
IMG_20260406_121215_r1_c2,blue_IMG_20260406_121215,1,2,blue,/content/data/roi/blue/IMG_20260406_121215_r1_c2.jpg,False,IMG_20260406_121215_r1_c2,train
IMG_20260406_121215_r2_c0,blue_IMG_20260406_121215,2,0,blue,/content/data/roi/blue/IMG_20260406_121215_r2_c0.jpg,False,IMG_20260406_121215_r2_c0,train
IMG_20260406_121215_r2_c1,blue_IMG_20260406_121215,2,1,blue,/content/data/roi/blue/IMG_20260406_121215_r2_c1.jpg,False,IMG_20260406_121215_r2_c1,train
IMG_20260406_121215_r2_c2,blue_IMG_20260406_121215,2,2,blue,/content/data/roi/blue/IMG_20260406_121215_r2_c2.jpg,False,IMG_20260406_121215_r2_c2,train
IMG_20260406_121221_r0_c0,blue_IMG_20260406_121221,0,0,blue,/content/data/roi/blue/IMG_20260406_121221_r0_c0.jpg,False,IMG_20260406_121221_r0_c0,train
IMG_20260406_121221_r0_c1,blue_IMG_20260406_121221,0,1,blue,/content/data/roi/blue/IMG_20260406_121221_r0_c1.jpg,False,IMG_20260406_121221_r0_c1,train
IMG_20260406_121221_r0_c2,blue_IMG_20260406_121221,0,2,blue,/content/data/roi/blue/IMG_20260406_121221_r0_c2.jpg,False,IMG_20260406_121221_r0_c2,train
IMG_20260406_121221_r1_c0,blue_IMG_20260406_121221,1,0,blue,/content/data/roi/blue/IMG_20260406_121221_r1_c0.jpg,False,IMG_20260406_121221_r1_c0,train
IMG_20260406_121221_r1_c1,blue_IMG_20260406_121221,1,1,blue,/content/data/roi/blue/IMG_20260406_121221_r1_c1.jpg,False,IMG_20260406_121221_r1_c1,train
IMG_20260406_121221_r1_c2,blue_IMG_20260406_121221,1,2,blue,/content/data/roi/blue/IMG_20260406_121221_r1_c2.jpg,False,IMG_20260406_121221_r1_c2,train
IMG_20260406_121221_r2_c0,blue_IMG_20260406_121221,2,0,blue,/content/data/roi/blue/IMG_20260406_121221_r2_c0.jpg,False,IMG_20260406_121221_r2_c0,train
IMG_20260406_121221_r2_c1,blue_IMG_20260406_121221,2,1,blue,/content/data/roi/blue/IMG_20260406_121221_r2_c1.jpg,False,IMG_20260406_121221_r2_c1,train
IMG_20260406_121221_r2_c2,blue_IMG_20260406_121221,2,2,blue,/content/data/roi/blue/IMG_20260406_121221_r2_c2.jpg,False,IMG_20260406_121221_r2_c2,train
IMG_20260406_121227_r0_c0,blue_IMG_20260406_121227,0,0,blue,/content/data/roi/blue/IMG_20260406_121227_r0_c0.jpg,False,IMG_20260406_121227_r0_c0,test
IMG_20260406_121227_r0_c1,blue_IMG_20260406_121227,0,1,blue,/content/data/roi/blue/IMG_20260406_121227_r0_c1.jpg,False,IMG_20260406_121227_r0_c1,test
IMG_20260406_121227_r0_c2,blue_IMG_20260406_121227,0,2,blue,/content/data/roi/blue/IMG_20260406_121227_r0_c2.jpg,False,IMG_20260406_121227_r0_c2,test
IMG_20260406_121227_r1_c0,blue_IMG_20260406_121227,1,0,blue,/content/data/roi/blue/IMG_20260406_121227_r1_c0.jpg,False,IMG_20260406_121227_r1_c0,test
IMG_20260406_121227_r1_c1,blue_IMG_20260406_121227,1,1,blue,/content/data/roi/blue/IMG_20260406_121227_r1_c1.jpg,False,IMG_20260406_121227_r1_c1,test
IMG_20260406_121227_r1_c2,blue_IMG_20260406_121227,1,2,blue,/content/data/roi/blue/IMG_20260406_121227_r1_c2.jpg,False,IMG_20260406_121227_r1_c2,test
IMG_20260406_121227_r2_c0,blue_IMG_20260406_121227,2,0,blue,/content/data/roi/blue/IMG_20260406_121227_r2_c0.jpg,False,IMG_20260406_121227_r2_c0,test
IMG_20260406_121227_r2_c1,blue_IMG_20260406_121227,2,1,blue,/content/data/roi/blue/IMG_20260406_121227_r2_c1.jpg,False,IMG_20260406_121227_r2_c1,test
IMG_20260406_121227_r2_c2,blue_IMG_20260406_121227,2,2,blue,/content/data/roi/blue/IMG_20260406_121227_r2_c2.jpg,False,IMG_20260406_121227_r2_c2,test
IMG_20260406_121232_r0_c0,blue_IMG_20260406_121232,0,0,blue,/content/data/roi/blue/IMG_20260406_121232_r0_c0.jpg,False,IMG_20260406_121232_r0_c0,train
IMG_20260406_121232_r0_c1,blue_IMG_20260406_121232,0,1,blue,/content/data/roi/blue/IMG_20260406_121232_r0_c1.jpg,False,IMG_20260406_121232_r0_c1,train
IMG_20260406_121232_r0_c2,blue_IMG_20260406_121232,0,2,blue,/content/data/roi/blue/IMG_20260406_121232_r0_c2.jpg,False,IMG_20260406_121232_r0_c2,train
IMG_20260406_121232_r1_c0,blue_IMG_20260406_121232,1,0,blue,/content/data/roi/blue/IMG_20260406_121232_r1_c0.jpg,False,IMG_20260406_121232_r1_c0,train
IMG_20260406_121232_r1_c1,blue_IMG_20260406_121232,1,1,blue,/content/data/roi/blue/IMG_20260406_121232_r1_c1.jpg,False,IMG_20260406_121232_r1_c1,train
IMG_20260406_121232_r1_c2,blue_IMG_20260406_121232,1,2,blue,/content/data/roi/blue/IMG_20260406_121232_r1_c2.jpg,False,IMG_20260406_121232_r1_c2,train
IMG_20260406_121232_r2_c0,blue_IMG_20260406_121232,2,0,blue,/content/data/roi/blue/IMG_20260406_121232_r2_c0.jpg,False,IMG_20260406_121232_r2_c0,train
IMG_20260406_121232_r2_c1,blue_IMG_20260406_121232,2,1,blue,/content/data/roi/blue/IMG_20260406_121232_r2_c1.jpg,False,IMG_20260406_121232_r2_c1,train
IMG_20260406_121232_r2_c2,blue_IMG_20260406_121232,2,2,blue,/content/data/roi/blue/IMG_20260406_121232_r2_c2.jpg,False,IMG_20260406_121232_r2_c2,train
IMG_20260406_121630_r0_c0,blue_IMG_20260406_121630,0,0,blue,/content/data/roi/blue/IMG_20260406_121630_r0_c0.jpg,False,IMG_20260406_121630_r0_c0,train
IMG_20260406_121630_r0_c1,blue_IMG_20260406_121630,0,1,blue,/content/data/roi/blue/IMG_20260406_121630_r0_c1.jpg,False,IMG_20260406_121630_r0_c1,train
IMG_20260406_121630_r0_c2,blue_IMG_20260406_121630,0,2,blue,/content/data/roi/blue/IMG_20260406_121630_r0_c2.jpg,False,IMG_20260406_121630_r0_c2,train
IMG_20260406_121630_r1_c0,blue_IMG_20260406_121630,1,0,blue,/content/data/roi/blue/IMG_20260406_121630_r1_c0.jpg,False,IMG_20260406_121630_r1_c0,train
IMG_20260406_121630_r1_c1,blue_IMG_20260406_121630,1,1,blue,/content/data/roi/blue/IMG_20260406_121630_r1_c1.jpg,False,IMG_20260406_121630_r1_c1,train
IMG_20260406_121630_r1_c2,blue_IMG_20260406_121630,1,2,blue,/content/data/roi/blue/IMG_20260406_121630_r1_c2.jpg,False,IMG_20260406_121630_r1_c2,train
IMG_20260406_121630_r2_c0,blue_IMG_20260406_121630,2,0,blue,/content/data/roi/blue/IMG_20260406_121630_r2_c0.jpg,False,IMG_20260406_121630_r2_c0,train
IMG_20260406_121630_r2_c1,blue_IMG_20260406_121630,2,1,blue,/content/data/roi/blue/IMG_20260406_121630_r2_c1.jpg,False,IMG_20260406_121630_r2_c1,train
IMG_20260406_121630_r2_c2,blue_IMG_20260406_121630,2,2,blue,/content/data/roi/blue/IMG_20260406_121630_r2_c2.jpg,False,IMG_20260406_121630_r2_c2,train
IMG_20260406_121653_r0_c0,blue_IMG_20260406_121653,0,0,blue,/content/data/roi/blue/IMG_20260406_121653_r0_c0.jpg,False,IMG_20260406_121653_r0_c0,train
IMG_20260406_121653_r0_c1,blue_IMG_20260406_121653,0,1,blue,/content/data/roi/blue/IMG_20260406_121653_r0_c1.jpg,False,IMG_20260406_121653_r0_c1,train
IMG_20260406_121653_r0_c2,blue_IMG_20260406_121653,0,2,blue,/content/data/roi/blue/IMG_20260406_121653_r0_c2.jpg,False,IMG_20260406_121653_r0_c2,train
IMG_20260406_121653_r1_c0,blue_IMG_20260406_121653,1,0,blue,/content/data/roi/blue/IMG_20260406_121653_r1_c0.jpg,False,IMG_20260406_121653_r1_c0,train
IMG_20260406_121653_r1_c1,blue_IMG_20260406_121653,1,1,blue,/content/data/roi/blue/IMG_20260406_121653_r1_c1.jpg,False,IMG_20260406_121653_r1_c1,train
IMG_20260406_121653_r1_c2,blue_IMG_20260406_121653,1,2,blue,/content/data/roi/blue/IMG_20260406_121653_r1_c2.jpg,False,IMG_20260406_121653_r1_c2,train
IMG_20260406_121653_r2_c0,blue_IMG_20260406_121653,2,0,blue,/content/data/roi/blue/IMG_20260406_121653_r2_c0.jpg,False,IMG_20260406_121653_r2_c0,train
IMG_20260406_121653_r2_c1,blue_IMG_20260406_121653,2,1,blue,/content/data/roi/blue/IMG_20260406_121653_r2_c1.jpg,False,IMG_20260406_121653_r2_c1,train
IMG_20260406_121653_r2_c2,blue_IMG_20260406_121653,2,2,blue,/content/data/roi/blue/IMG_20260406_121653_r2_c2.jpg,False,IMG_20260406_121653_r2_c2,train
IMG_20260406_121701_r0_c0,blue_IMG_20260406_121701,0,0,blue,/content/data/roi/blue/IMG_20260406_121701_r0_c0.jpg,False,IMG_20260406_121701_r0_c0,train
IMG_20260406_121701_r0_c1,blue_IMG_20260406_121701,0,1,blue,/content/data/roi/blue/IMG_20260406_121701_r0_c1.jpg,False,IMG_20260406_121701_r0_c1,train
IMG_20260406_121701_r0_c2,blue_IMG_20260406_121701,0,2,blue,/content/data/roi/blue/IMG_20260406_121701_r0_c2.jpg,False,IMG_20260406_121701_r0_c2,train
IMG_20260406_121701_r1_c0,blue_IMG_20260406_121701,1,0,blue,/content/data/roi/blue/IMG_20260406_121701_r1_c0.jpg,False,IMG_20260406_121701_r1_c0,train
IMG_20260406_121701_r1_c1,blue_IMG_20260406_121701,1,1,blue,/content/data/roi/blue/IMG_20260406_121701_r1_c1.jpg,False,IMG_20260406_121701_r1_c1,train
IMG_20260406_121701_r1_c2,blue_IMG_20260406_121701,1,2,blue,/content/data/roi/blue/IMG_20260406_121701_r1_c2.jpg,False,IMG_20260406_121701_r1_c2,train
IMG_20260406_121701_r2_c0,blue_IMG_20260406_121701,2,0,blue,/content/data/roi/blue/IMG_20260406_121701_r2_c0.jpg,False,IMG_20260406_121701_r2_c0,train
IMG_20260406_121701_r2_c1,blue_IMG_20260406_121701,2,1,blue,/content/data/roi/blue/IMG_20260406_121701_r2_c1.jpg,False,IMG_20260406_121701_r2_c1,train
IMG_20260406_121701_r2_c2,blue_IMG_20260406_121701,2,2,blue,/content/data/roi/blue/IMG_20260406_121701_r2_c2.jpg,False,IMG_20260406_121701_r2_c2,train
IMG_20260406_121717_r0_c0,blue_IMG_20260406_121717,0,0,blue,/content/data/roi/blue/IMG_20260406_121717_r0_c0.jpg,False,IMG_20260406_121717_r0_c0,test
IMG_20260406_121717_r0_c1,blue_IMG_20260406_121717,0,1,blue,/content/data/roi/blue/IMG_20260406_121717_r0_c1.jpg,False,IMG_20260406_121717_r0_c1,test
IMG_20260406_121717_r0_c2,blue_IMG_20260406_121717,0,2,blue,/content/data/roi/blue/IMG_20260406_121717_r0_c2.jpg,False,IMG_20260406_121717_r0_c2,test
IMG_20260406_121717_r1_c0,blue_IMG_20260406_121717,1,0,blue,/content/data/roi/blue/IMG_20260406_121717_r1_c0.jpg,False,IMG_20260406_121717_r1_c0,test
IMG_20260406_121717_r1_c1,blue_IMG_20260406_121717,1,1,blue,/content/data/roi/blue/IMG_20260406_121717_r1_c1.jpg,False,IMG_20260406_121717_r1_c1,test
IMG_20260406_121717_r1_c2,blue_IMG_20260406_121717,1,2,blue,/content/data/roi/blue/IMG_20260406_121717_r1_c2.jpg,False,IMG_20260406_121717_r1_c2,test
IMG_20260406_121717_r2_c0,blue_IMG_20260406_121717,2,0,blue,/content/data/roi/blue/IMG_20260406_121717_r2_c0.jpg,False,IMG_20260406_121717_r2_c0,test
IMG_20260406_121717_r2_c1,blue_IMG_20260406_121717,2,1,blue,/content/data/roi/blue/IMG_20260406_121717_r2_c1.jpg,False,IMG_20260406_121717_r2_c1,test
IMG_20260406_121717_r2_c2,blue_IMG_20260406_121717,2,2,blue,/content/data/roi/blue/IMG_20260406_121717_r2_c2.jpg,False,IMG_20260406_121717_r2_c2,test
IMG_20260406_121728_r0_c0,blue_IMG_20260406_121728,0,0,blue,/content/data/roi/blue/IMG_20260406_121728_r0_c0.jpg,False,IMG_20260406_121728_r0_c0,val
IMG_20260406_121728_r0_c1,blue_IMG_20260406_121728,0,1,blue,/content/data/roi/blue/IMG_20260406_121728_r0_c1.jpg,False,IMG_20260406_121728_r0_c1,val
IMG_20260406_121728_r0_c2,blue_IMG_20260406_121728,0,2,blue,/content/data/roi/blue/IMG_20260406_121728_r0_c2.jpg,False,IMG_20260406_121728_r0_c2,val
IMG_20260406_121728_r1_c0,blue_IMG_20260406_121728,1,0,blue,/content/data/roi/blue/IMG_20260406_121728_r1_c0.jpg,False,IMG_20260406_121728_r1_c0,val
IMG_20260406_121728_r1_c1,blue_IMG_20260406_121728,1,1,blue,/content/data/roi/blue/IMG_20260406_121728_r1_c1.jpg,False,IMG_20260406_121728_r1_c1,val
IMG_20260406_121728_r1_c2,blue_IMG_20260406_121728,1,2,blue,/content/data/roi/blue/IMG_20260406_121728_r1_c2.jpg,False,IMG_20260406_121728_r1_c2,val
IMG_20260406_121728_r2_c0,blue_IMG_20260406_121728,2,0,blue,/content/data/roi/blue/IMG_20260406_121728_r2_c0.jpg,False,IMG_20260406_121728_r2_c0,val
IMG_20260406_121728_r2_c1,blue_IMG_20260406_121728,2,1,blue,/content/data/roi/blue/IMG_20260406_121728_r2_c1.jpg,False,IMG_20260406_121728_r2_c1,val
IMG_20260406_121728_r2_c2,blue_IMG_20260406_121728,2,2,blue,/content/data/roi/blue/IMG_20260406_121728_r2_c2.jpg,False,IMG_20260406_121728_r2_c2,val
IMG_20260406_122611_r0_c0,blue_IMG_20260406_122611,0,0,blue,/content/data/roi/blue/IMG_20260406_122611_r0_c0.jpg,False,IMG_20260406_122611_r0_c0,train
IMG_20260406_122611_r0_c1,blue_IMG_20260406_122611,0,1,blue,/content/data/roi/blue/IMG_20260406_122611_r0_c1.jpg,False,IMG_20260406_122611_r0_c1,train
IMG_20260406_122611_r0_c2,blue_IMG_20260406_122611,0,2,blue,/content/data/roi/blue/IMG_20260406_122611_r0_c2.jpg,False,IMG_20260406_122611_r0_c2,train
IMG_20260406_122611_r1_c0,blue_IMG_20260406_122611,1,0,blue,/content/data/roi/blue/IMG_20260406_122611_r1_c0.jpg,False,IMG_20260406_122611_r1_c0,train
IMG_20260406_122611_r1_c1,blue_IMG_20260406_122611,1,1,blue,/content/data/roi/blue/IMG_20260406_122611_r1_c1.jpg,False,IMG_20260406_122611_r1_c1,train
IMG_20260406_122611_r1_c2,blue_IMG_20260406_122611,1,2,blue,/content/data/roi/blue/IMG_20260406_122611_r1_c2.jpg,False,IMG_20260406_122611_r1_c2,train
IMG_20260406_122611_r2_c0,blue_IMG_20260406_122611,2,0,blue,/content/data/roi/blue/IMG_20260406_122611_r2_c0.jpg,False,IMG_20260406_122611_r2_c0,train
IMG_20260406_122611_r2_c1,blue_IMG_20260406_122611,2,1,blue,/content/data/roi/blue/IMG_20260406_122611_r2_c1.jpg,False,IMG_20260406_122611_r2_c1,train
IMG_20260406_122611_r2_c2,blue_IMG_20260406_122611,2,2,blue,/content/data/roi/blue/IMG_20260406_122611_r2_c2.jpg,False,IMG_20260406_122611_r2_c2,train
IMG_20260406_122619_r0_c0,blue_IMG_20260406_122619,0,0,blue,/content/data/roi/blue/IMG_20260406_122619_r0_c0.jpg,False,IMG_20260406_122619_r0_c0,train
IMG_20260406_122619_r0_c1,blue_IMG_20260406_122619,0,1,blue,/content/data/roi/blue/IMG_20260406_122619_r0_c1.jpg,False,IMG_20260406_122619_r0_c1,train
IMG_20260406_122619_r0_c2,blue_IMG_20260406_122619,0,2,blue,/content/data/roi/blue/IMG_20260406_122619_r0_c2.jpg,False,IMG_20260406_122619_r0_c2,train
IMG_20260406_122619_r1_c0,blue_IMG_20260406_122619,1,0,blue,/content/data/roi/blue/IMG_20260406_122619_r1_c0.jpg,False,IMG_20260406_122619_r1_c0,train
IMG_20260406_122619_r1_c1,blue_IMG_20260406_122619,1,1,blue,/content/data/roi/blue/IMG_20260406_122619_r1_c1.jpg,False,IMG_20260406_122619_r1_c1,train
IMG_20260406_122619_r1_c2,blue_IMG_20260406_122619,1,2,blue,/content/data/roi/blue/IMG_20260406_122619_r1_c2.jpg,False,IMG_20260406_122619_r1_c2,train
IMG_20260406_122619_r2_c0,blue_IMG_20260406_122619,2,0,blue,/content/data/roi/blue/IMG_20260406_122619_r2_c0.jpg,False,IMG_20260406_122619_r2_c0,train
IMG_20260406_122619_r2_c1,blue_IMG_20260406_122619,2,1,blue,/content/data/roi/blue/IMG_20260406_122619_r2_c1.jpg,False,IMG_20260406_122619_r2_c1,train
IMG_20260406_122619_r2_c2,blue_IMG_20260406_122619,2,2,blue,/content/data/roi/blue/IMG_20260406_122619_r2_c2.jpg,False,IMG_20260406_122619_r2_c2,train
IMG_20260406_122627_r0_c0,blue_IMG_20260406_122627,0,0,blue,/content/data/roi/blue/IMG_20260406_122627_r0_c0.jpg,False,IMG_20260406_122627_r0_c0,train
IMG_20260406_122627_r0_c1,blue_IMG_20260406_122627,0,1,blue,/content/data/roi/blue/IMG_20260406_122627_r0_c1.jpg,False,IMG_20260406_122627_r0_c1,train
IMG_20260406_122627_r0_c2,blue_IMG_20260406_122627,0,2,blue,/content/data/roi/blue/IMG_20260406_122627_r0_c2.jpg,False,IMG_20260406_122627_r0_c2,train
IMG_20260406_122627_r1_c0,blue_IMG_20260406_122627,1,0,blue,/content/data/roi/blue/IMG_20260406_122627_r1_c0.jpg,False,IMG_20260406_122627_r1_c0,train
IMG_20260406_122627_r1_c1,blue_IMG_20260406_122627,1,1,blue,/content/data/roi/blue/IMG_20260406_122627_r1_c1.jpg,False,IMG_20260406_122627_r1_c1,train
IMG_20260406_122627_r1_c2,blue_IMG_20260406_122627,1,2,blue,/content/data/roi/blue/IMG_20260406_122627_r1_c2.jpg,False,IMG_20260406_122627_r1_c2,train
IMG_20260406_122627_r2_c0,blue_IMG_20260406_122627,2,0,blue,/content/data/roi/blue/IMG_20260406_122627_r2_c0.jpg,False,IMG_20260406_122627_r2_c0,train
IMG_20260406_122627_r2_c1,blue_IMG_20260406_122627,2,1,blue,/content/data/roi/blue/IMG_20260406_122627_r2_c1.jpg,False,IMG_20260406_122627_r2_c1,train
IMG_20260406_122627_r2_c2,blue_IMG_20260406_122627,2,2,blue,/content/data/roi/blue/IMG_20260406_122627_r2_c2.jpg,False,IMG_20260406_122627_r2_c2,train
IMG_20260406_122635_r0_c0,blue_IMG_20260406_122635,0,0,blue,/content/data/roi/blue/IMG_20260406_122635_r0_c0.jpg,False,IMG_20260406_122635_r0_c0,train
IMG_20260406_122635_r0_c1,blue_IMG_20260406_122635,0,1,blue,/content/data/roi/blue/IMG_20260406_122635_r0_c1.jpg,False,IMG_20260406_122635_r0_c1,train
IMG_20260406_122635_r0_c2,blue_IMG_20260406_122635,0,2,blue,/content/data/roi/blue/IMG_20260406_122635_r0_c2.jpg,False,IMG_20260406_122635_r0_c2,train
IMG_20260406_122635_r1_c0,blue_IMG_20260406_122635,1,0,blue,/content/data/roi/blue/IMG_20260406_122635_r1_c0.jpg,False,IMG_20260406_122635_r1_c0,train
IMG_20260406_122635_r1_c1,blue_IMG_20260406_122635,1,1,blue,/content/data/roi/blue/IMG_20260406_122635_r1_c1.jpg,False,IMG_20260406_122635_r1_c1,train
IMG_20260406_122635_r1_c2,blue_IMG_20260406_122635,1,2,blue,/content/data/roi/blue/IMG_20260406_122635_r1_c2.jpg,False,IMG_20260406_122635_r1_c2,train
IMG_20260406_122635_r2_c0,blue_IMG_20260406_122635,2,0,blue,/content/data/roi/blue/IMG_20260406_122635_r2_c0.jpg,False,IMG_20260406_122635_r2_c0,train
IMG_20260406_122635_r2_c1,blue_IMG_20260406_122635,2,1,blue,/content/data/roi/blue/IMG_20260406_122635_r2_c1.jpg,False,IMG_20260406_122635_r2_c1,train
IMG_20260406_122635_r2_c2,blue_IMG_20260406_122635,2,2,blue,/content/data/roi/blue/IMG_20260406_122635_r2_c2.jpg,False,IMG_20260406_122635_r2_c2,train
IMG_20260406_122652_r0_c0,blue_IMG_20260406_122652,0,0,blue,/content/data/roi/blue/IMG_20260406_122652_r0_c0.jpg,False,IMG_20260406_122652_r0_c0,train
IMG_20260406_122652_r0_c1,blue_IMG_20260406_122652,0,1,blue,/content/data/roi/blue/IMG_20260406_122652_r0_c1.jpg,False,IMG_20260406_122652_r0_c1,train
IMG_20260406_122652_r0_c2,blue_IMG_20260406_122652,0,2,blue,/content/data/roi/blue/IMG_20260406_122652_r0_c2.jpg,False,IMG_20260406_122652_r0_c2,train
IMG_20260406_122652_r1_c0,blue_IMG_20260406_122652,1,0,blue,/content/data/roi/blue/IMG_20260406_122652_r1_c0.jpg,False,IMG_20260406_122652_r1_c0,train
IMG_20260406_122652_r1_c1,blue_IMG_20260406_122652,1,1,blue,/content/data/roi/blue/IMG_20260406_122652_r1_c1.jpg,False,IMG_20260406_122652_r1_c1,train
IMG_20260406_122652_r1_c2,blue_IMG_20260406_122652,1,2,blue,/content/data/roi/blue/IMG_20260406_122652_r1_c2.jpg,False,IMG_20260406_122652_r1_c2,train
IMG_20260406_122652_r2_c0,blue_IMG_20260406_122652,2,0,blue,/content/data/roi/blue/IMG_20260406_122652_r2_c0.jpg,False,IMG_20260406_122652_r2_c0,train
IMG_20260406_122652_r2_c1,blue_IMG_20260406_122652,2,1,blue,/content/data/roi/blue/IMG_20260406_122652_r2_c1.jpg,False,IMG_20260406_122652_r2_c1,train
IMG_20260406_122652_r2_c2,blue_IMG_20260406_122652,2,2,blue,/content/data/roi/blue/IMG_20260406_122652_r2_c2.jpg,False,IMG_20260406_122652_r2_c2,train
IMG_20260406_123057_r0_c0,blue_IMG_20260406_123057,0,0,blue,/content/data/roi/blue/IMG_20260406_123057_r0_c0.jpg,False,IMG_20260406_123057_r0_c0,train
IMG_20260406_123057_r0_c1,blue_IMG_20260406_123057,0,1,blue,/content/data/roi/blue/IMG_20260406_123057_r0_c1.jpg,False,IMG_20260406_123057_r0_c1,train
IMG_20260406_123057_r0_c2,blue_IMG_20260406_123057,0,2,blue,/content/data/roi/blue/IMG_20260406_123057_r0_c2.jpg,False,IMG_20260406_123057_r0_c2,train
IMG_20260406_123057_r1_c0,blue_IMG_20260406_123057,1,0,blue,/content/data/roi/blue/IMG_20260406_123057_r1_c0.jpg,False,IMG_20260406_123057_r1_c0,train
IMG_20260406_123057_r1_c1,blue_IMG_20260406_123057,1,1,blue,/content/data/roi/blue/IMG_20260406_123057_r1_c1.jpg,False,IMG_20260406_123057_r1_c1,train
IMG_20260406_123057_r1_c2,blue_IMG_20260406_123057,1,2,blue,/content/data/roi/blue/IMG_20260406_123057_r1_c2.jpg,False,IMG_20260406_123057_r1_c2,train
IMG_20260406_123057_r2_c0,blue_IMG_20260406_123057,2,0,blue,/content/data/roi/blue/IMG_20260406_123057_r2_c0.jpg,False,IMG_20260406_123057_r2_c0,train
IMG_20260406_123057_r2_c1,blue_IMG_20260406_123057,2,1,blue,/content/data/roi/blue/IMG_20260406_123057_r2_c1.jpg,False,IMG_20260406_123057_r2_c1,train
IMG_20260406_123057_r2_c2,blue_IMG_20260406_123057,2,2,blue,/content/data/roi/blue/IMG_20260406_123057_r2_c2.jpg,False,IMG_20260406_123057_r2_c2,train
IMG_20260406_123112_r0_c0,blue_IMG_20260406_123112,0,0,blue,/content/data/roi/blue/IMG_20260406_123112_r0_c0.jpg,False,IMG_20260406_123112_r0_c0,train
IMG_20260406_123112_r0_c1,blue_IMG_20260406_123112,0,1,blue,/content/data/roi/blue/IMG_20260406_123112_r0_c1.jpg,False,IMG_20260406_123112_r0_c1,train
IMG_20260406_123112_r0_c2,blue_IMG_20260406_123112,0,2,blue,/content/data/roi/blue/IMG_20260406_123112_r0_c2.jpg,False,IMG_20260406_123112_r0_c2,train
IMG_20260406_123112_r1_c0,blue_IMG_20260406_123112,1,0,blue,/content/data/roi/blue/IMG_20260406_123112_r1_c0.jpg,False,IMG_20260406_123112_r1_c0,train
IMG_20260406_123112_r1_c1,blue_IMG_20260406_123112,1,1,blue,/content/data/roi/blue/IMG_20260406_123112_r1_c1.jpg,False,IMG_20260406_123112_r1_c1,train
IMG_20260406_123112_r1_c2,blue_IMG_20260406_123112,1,2,blue,/content/data/roi/blue/IMG_20260406_123112_r1_c2.jpg,False,IMG_20260406_123112_r1_c2,train
IMG_20260406_123112_r2_c0,blue_IMG_20260406_123112,2,0,blue,/content/data/roi/blue/IMG_20260406_123112_r2_c0.jpg,False,IMG_20260406_123112_r2_c0,train
IMG_20260406_123112_r2_c1,blue_IMG_20260406_123112,2,1,blue,/content/data/roi/blue/IMG_20260406_123112_r2_c1.jpg,False,IMG_20260406_123112_r2_c1,train
IMG_20260406_123112_r2_c2,blue_IMG_20260406_123112,2,2,blue,/content/data/roi/blue/IMG_20260406_123112_r2_c2.jpg,False,IMG_20260406_123112_r2_c2,train
IMG_20260406_123223_r0_c0,blue_IMG_20260406_123223,0,0,blue,/content/data/roi/blue/IMG_20260406_123223_r0_c0.jpg,False,IMG_20260406_123223_r0_c0,test
