sample_id,image_id,label,split,roi_path,is_augmented,source_id,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_H,mean_S,mean_V,std_H,std_S,std_V,mean_L,mean_a,mean_b,std_L,std_a,std_b,mean_r_norm,mean_g_norm,mean_b_norm,std_r_norm,std_g_norm,std_b_norm
IMG_20260406_115015_r2_c1_aug2,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c1_aug2.jpg,True,IMG_20260406_115015_r2_c1,115.151566,126.4459,131.83145,4.8922567,4.652722,4.9478297,99.81043,32.29844,131.83145,1.6811097,2.6077635,4.9478297,133.40274,124.937386,123.37023,4.7036257,0.36871564,0.65195966,0.30831164,0.33862594,0.35305128,0.0020894133,0.0014490801,0.0020329691
IMG_20260406_115015_r2_c1_aug3,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c1_aug3.jpg,True,IMG_20260406_115015_r2_c1,75.352615,83.03617,88.91941,3.815934,3.8281946,4.2401505,102.86871,38.902267,88.91941,2.643541,4.0448413,4.2401505,88.86832,126.34688,123.5702,4.1070137,0.73671806,0.9603111,0.30467,0.33578178,0.3595777,0.002809969,0.0027918776,0.0039964966
IMG_20260406_115015_r2_c1_aug4,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c1_aug4.jpg,True,IMG_20260406_115015_r2_c1,124.04996,138.93301,153.84125,6.785868,6.5443125,6.8090653,105.04594,49.47426,153.84125,2.0125606,3.124665,6.8090653,145.66867,125.976715,118.17961,6.425923,1.0603267,0.96413606,0.29749715,0.33336854,0.36914605,0.0029992904,0.0028643461,0.0027422681
IMG_20260406_115015_r2_c2_aug1,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c2_aug1.jpg,True,IMG_20260406_115015_r2_c2,102.566956,110.32273,115.70559,3.5708992,3.8143237,4.0915103,102.45023,28.85539,115.70559,3.791121,4.913198,4.0915103,117.69192,126.2125,123.88328,3.7757812,0.93554646,0.70128584,0.31214115,0.335771,0.35209632,0.0047185877,0.0036596823,0.0030736336
IMG_20260406_115015_r2_c2_aug2,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c2_aug2.jpg,True,IMG_20260406_115015_r2_c2,167.07,175.95555,181.26878,3.7597463,3.8989425,4.3579774,101.31199,20.006329,181.26878,2.1106226,1.921751,4.3579774,181.93289,126.00566,124.013824,3.7239635,0.5536751,0.69670177,0.31867367,0.33561283,0.34573048,0.0013917496,0.0011128281,0.0015346251
IMG_20260406_115015_r2_c2_aug3,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c2_aug3.jpg,True,IMG_20260406_115015_r2_c2,137.30547,148.99036,156.76512,5.5141435,5.892952,6.255452,101.91172,31.619179,156.76512,2.4221094,3.8300254,6.255452,155.66449,125.31438,122.48172,5.6861515,0.8471928,1.0636846,0.3098991,0.3362497,0.35382205,0.0030663044,0.0023505723,0.003051997
IMG_20260406_115015_r2_c2_aug4,white_IMG_20260406_115015,white,train,/content/data/augmented_roi/white/IMG_20260406_115015_r2_c2_aug4.jpg,True,IMG_20260406_115015_r2_c2,92.26168,102.64394,108.38812,4.1088533,4.258909,5.010305,100.54301,37.85426,108.38812,2.2315552,5.0773125,5.010305,109.07973,125.43406,123.38547,4.467837,0.60349274,0.91854,0.3042003,0.33845538,0.3573312,0.003903466,0.002384811,0.004234197
IMG_20260406_115023_r0_c0_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c0_aug1.jpg,True,IMG_20260406_115023_r0_c0,89.81602,123.04711,126.596405,3.0453136,3.4257429,3.7477357,92.98695,74.03633,126.596405,0.9225315,2.8388891,3.7477357,125.99191,117.26332,122.355545,3.4192572,0.824219,0.66275597,0.26456848,0.36248925,0.3729477,0.003371932,0.0030638804,0.0019473713
IMG_20260406_115023_r0_c0_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c0_aug2.jpg,True,IMG_20260406_115023_r0_c0,87.065,122.39078,125.17328,3.4201617,3.7244613,4.1982636,92.24477,77.66914,125.198204,1.2727047,3.4516711,4.180821,124.83633,116.27742,122.47301,3.732778,1.0461365,0.9523366,0.2601461,0.36579323,0.37406868,0.0037271183,0.0035463793,0.0029266672
IMG_20260406_115023_r0_c0_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c0_aug3.jpg,True,IMG_20260406_115023_r0_c0,100.20707,134.84625,141.89668,7.051376,7.3022537,7.4859242,94.94152,75.09008,141.97446,2.8094864,7.1959877,7.435386,137.74734,117.676956,120.27985,6.9909644,2.0279305,2.0667477,0.26567426,0.357798,0.3765308,0.0073289727,0.0064679063,0.006645282
IMG_20260406_115023_r0_c0_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c0_aug4.jpg,True,IMG_20260406_115023_r0_c0,60.47742,94.318436,97.3609,2.9761994,3.5023832,4.0339484,92.61601,96.58469,97.36938,0.9395524,3.2710667,4.0131993,96.165504,116.658516,122.46387,3.6692526,0.74821967,0.81914496,0.23976855,0.37411365,0.3861246,0.0037761603,0.0034065282,0.003059878
IMG_20260406_115023_r0_c1_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c1_aug1.jpg,True,IMG_20260406_115023_r0_c1,103.81449,134.29425,142.28476,4.358409,5.626945,6.6981554,96.032776,68.859924,142.30547,1.5617138,2.1009045,6.4891467,138.02785,119.09231,120.02496,5.6360497,0.8097583,1.016549,0.27291128,0.35308212,0.3739467,0.0020099552,0.002443794,0.002789391
IMG_20260406_115023_r0_c1_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c1_aug2.jpg,True,IMG_20260406_115023_r0_c1,107.40109,136.01828,139.18169,4.927041,6.387401,7.263197,93.10906,58.20039,139.23856,1.587389,2.226892,6.9141436,139.70097,118.73824,122.97055,6.341833,0.6636307,0.81233835,0.28078353,0.35555434,0.36368537,0.0023741883,0.0021127083,0.0025443784
IMG_20260406_115023_r0_c1_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c1_aug3.jpg,True,IMG_20260406_115023_r0_c1,33.502735,81.19605,85.31235,4.45088,6.880433,7.85302,92.14348,155.44704,85.386444,2.3599672,10.469934,7.362203,80.60539,113.27383,120.834496,7.406124,1.157969,1.1220572,0.16662082,0.4069227,0.42642635,0.016495759,0.0140036065,0.0087286495
IMG_20260406_115023_r0_c1_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c1_aug4.jpg,True,IMG_20260406_115023_r0_c1,99.410706,134.64207,138.97641,2.702947,3.2468674,3.6446512,93.14285,72.704025,138.98117,0.91700417,1.8291864,3.6003761,137.41785,116.941055,121.73078,3.1368566,0.6633481,0.66793394,0.26648414,0.3609578,0.3725717,0.0021843563,0.0024226112,0.0016241657
IMG_20260406_115023_r0_c2_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c2_aug1.jpg,True,IMG_20260406_115023_r0_c2,78.504295,114.12942,119.47887,7.0186586,7.1570134,6.9461417,93.756096,87.82938,119.596214,2.569453,8.020445,6.918288,116.616875,116.831604,120.9752,7.1125474,1.8275266,1.9322001,0.2511805,0.3657823,0.38303965,0.008428677,0.007070581,0.007637821
IMG_20260406_115023_r0_c2_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c2_aug2.jpg,True,IMG_20260406_115023_r0_c2,105.765274,139.1375,145.20415,2.7486014,3.17381,3.0094395,94.41465,69.232735,145.20488,0.92633957,2.1018114,2.9985428,142.1725,117.7807,120.97328,3.0793629,0.634075,0.8316776,0.2711,0.35665816,0.37220904,0.0020752263,0.0021274427,0.0019808207
IMG_20260406_115023_r0_c2_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c2_aug3.jpg,True,IMG_20260406_115023_r0_c2,133.96808,178.0041,185.86726,3.5996563,4.280858,4.0526657,94.499535,71.23305,185.86847,0.90106463,2.2566357,4.038162,178.07922,115.15402,119.40262,3.8775766,0.9890953,0.7163479,0.2690855,0.35755575,0.3733371,0.0022306484,0.0020354453,0.002058963
IMG_20260406_115023_r0_c2_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r0_c2_aug4.jpg,True,IMG_20260406_115023_r0_c2,87.604065,108.62449,114.62227,2.7740223,3.2698174,2.9328632,96.807465,60.078243,114.62227,1.5788488,2.5740702,2.9328632,113.422386,121.656364,122.344765,3.1765606,0.9339482,0.5887619,0.2817674,0.34942454,0.36877757,0.0031074947,0.003211105,0.0018716507
IMG_20260406_115023_r1_c0_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c0_aug1.jpg,True,IMG_20260406_115023_r1_c0,86.25418,120.041916,122.28945,7.027462,6.954748,6.9453096,91.97356,75.71449,122.539024,1.9791528,6.0248137,6.912775,122.60789,116.66191,122.93269,7.0072975,1.3738868,1.2776159,0.26222888,0.36545914,0.37231523,0.006456989,0.0051872716,0.00478091
IMG_20260406_115023_r1_c0_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c0_aug2.jpg,True,IMG_20260406_115023_r1_c0,98.75668,133.50566,135.67223,3.8295476,3.6438847,3.6826234,92.05668,69.33511,135.67223,0.7923917,3.523857,3.6826234,135.83043,116.348434,122.9136,3.616154,0.8855059,0.55089736,0.2683539,0.36287633,0.368747,0.0037571862,0.002517116,0.0022385328
IMG_20260406_115023_r1_c0_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c0_aug3.jpg,True,IMG_20260406_115023_r1_c0,65.45652,113.81289,118.56316,5.8796296,4.175654,4.5275264,92.58645,114.56699,118.56328,0.91206473,7.3914237,4.5275064,114.61015,112.95418,120.310394,4.438445,1.0225562,0.87260294,0.21939032,0.38233352,0.39827618,0.008874142,0.005236997,0.0048950594
IMG_20260406_115023_r1_c0_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c0_aug4.jpg,True,IMG_20260406_115023_r1_c0,165.40324,208.10039,212.15009,4.725188,5.1954103,4.6561623,92.73539,56.218163,212.1518,1.4732015,2.2773323,4.6560683,205.9711,115.01988,121.68273,4.488998,1.1244335,0.9727948,0.28239682,0.35533294,0.3622514,0.0019829995,0.0022953495,0.0022587688
IMG_20260406_115023_r1_c1_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c1_aug1.jpg,True,IMG_20260406_115023_r1_c1,31.900625,76.509766,91.84703,25.353199,36.56784,28.54945,97.71394,180.37993,91.88141,6.505117,54.339634,28.48296,75.86629,119.16457,114.06438,37.84975,8.383448,6.4496665,0.12479087,0.36885113,0.50636065,0.08401748,0.046746165,0.118467726
IMG_20260406_115023_r1_c1_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c1_aug2.jpg,True,IMG_20260406_115023_r1_c1,10.171797,32.796875,41.41301,9.134117,21.9822,18.945166,101.7243,206.22945,41.45332,14.482672,38.993404,18.89908,30.79961,122.33848,120.80434,21.477676,5.9512925,3.0628912,0.10630399,0.31961048,0.5733013,0.09891063,0.1461937,0.1805899
IMG_20260406_115023_r1_c1_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c1_aug3.jpg,True,IMG_20260406_115023_r1_c1,131.52957,186.03375,195.67743,44.308136,35.284096,28.58535,93.17633,87.95508,196.10707,3.92832,41.05405,28.510033,183.97696,113.32059,117.446526,33.588993,2.63224,6.3989415,0.24885288,0.3638723,0.38726467,0.04275121,0.008892989,0.034606766
IMG_20260406_115023_r1_c1_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c1_aug4.jpg,True,IMG_20260406_115023_r1_c1,36.485428,83.50433,90.002815,26.608788,23.439249,17.413307,92.71613,162.5321,90.760666,4.11043,63.59555,17.648594,83.13383,115.19848,119.35672,24.757866,3.3194294,5.033991,0.1464567,0.40247735,0.45106974,0.09374652,0.01984809,0.07827215
IMG_20260406_115023_r1_c2_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c2_aug1.jpg,True,IMG_20260406_115023_r1_c2,157.70308,181.59966,184.57622,3.4455502,3.796576,4.1363187,93.19551,37.24133,184.71043,2.640348,3.542679,3.9524772,184.41454,120.42633,123.68965,3.3832178,1.3354906,1.1502138,0.30103886,0.34664926,0.35231328,0.0033383227,0.0028838112,0.0027093422
IMG_20260406_115023_r1_c2_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c2_aug2.jpg,True,IMG_20260406_115023_r1_c2,166.32855,198.42445,201.64761,2.1649988,1.9778,2.0894628,92.96051,44.671093,201.64809,0.84326106,2.0737875,2.088371,198.65555,117.84515,122.75547,1.7351724,0.7545665,0.52406037,0.29366213,0.3503263,0.3560155,0.0019702022,0.0015109174,0.0014293205
IMG_20260406_115023_r1_c2_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c2_aug3.jpg,True,IMG_20260406_115023_r1_c2,94.40535,134.69621,139.28242,2.3293724,1.8512906,2.1515465,92.885544,82.1584,139.28242,0.96825945,3.0349221,2.1515465,136.49266,115.43535,121.05285,1.8043377,1.0364507,0.6553575,0.25623277,0.36564976,0.37809226,0.0037633742,0.003283547,0.0019358313
IMG_20260406_115023_r1_c2_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r1_c2_aug4.jpg,True,IMG_20260406_115023_r1_c2,104.31344,140.60727,144.66364,2.052436,1.5905917,1.7503605,92.84832,71.229294,144.66489,0.85203016,2.7741754,1.7417767,143.15555,116.62649,121.75938,1.5857646,0.6819174,0.52531075,0.26776338,0.36092296,0.3713142,0.003074041,0.0023910303,0.0019144814
IMG_20260406_115023_r2_c0_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c0_aug1.jpg,True,IMG_20260406_115023_r2_c0,150.75844,182.45844,184.40843,3.4756858,3.5897584,3.6723154,91.95,46.538673,184.40843,0.40924,1.5675282,3.6723154,183.82587,117.75,123.280975,3.2170646,0.4330127,0.4494804,0.29124755,0.35249168,0.3562592,0.0016724276,0.0010852397,0.0007199116
IMG_20260406_115023_r2_c0_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c0_aug2.jpg,True,IMG_20260406_115023_r2_c0,83.63121,114.45121,116.58121,3.6120634,3.6718636,3.8138478,92.13,72.13937,116.58121,0.33626086,2.1352954,3.8138478,117.45102,117.527306,123.000465,3.6725097,0.49923095,0.021641321,0.2657181,0.36377448,0.37052172,0.002316245,0.0012537915,0.001255043
IMG_20260406_115023_r2_c0_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c0_aug3.jpg,True,IMG_20260406_115023_r2_c0,85.02504,124.575935,124.448204,3.736675,4.509613,4.802659,89.76125,81.48504,124.91031,0.8102267,2.8451376,4.650156,126.34379,114.10777,123.590744,4.4903297,0.5851809,0.6931052,0.25448856,0.37296346,0.37253693,0.002833095,0.0021355005,0.0020473877
IMG_20260406_115023_r2_c0_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c0_aug4.jpg,True,IMG_20260406_115023_r2_c0,141.22383,175.68195,173.30524,6.2296677,6.7073054,7.6304827,87.9836,50.510548,176.09508,2.6291218,4.190058,6.869561,176.62039,115.83047,125.395546,6.209679,1.3953689,1.5369766,0.28807658,0.3584309,0.35350373,0.0040282495,0.003661197,0.0039023678
IMG_20260406_115023_r2_c1_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c1_aug1.jpg,True,IMG_20260406_115023_r2_c1,140.74512,183.60126,185.17848,4.009207,3.590369,3.4527726,91.108284,61.14512,185.17848,0.32892606,2.3120904,3.4527726,183.03117,114.3748,122.69754,3.3648772,0.51661724,0.4637855,0.2762042,0.3603334,0.363457,0.0024138622,0.0014420736,0.0013335064
IMG_20260406_115023_r2_c1_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c1_aug2.jpg,True,IMG_20260406_115023_r2_c1,133.7962,166.61894,167.97891,8.8418255,8.662212,8.666695,91.23098,52.902462,168.70891,2.719708,4.9430113,8.587686,168.51442,117.15402,123.65367,8.192217,1.5652218,1.5227604,0.28549376,0.35580072,0.35871047,0.004885197,0.0043119946,0.0041473745
IMG_20260406_115023_r2_c1_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c1_aug3.jpg,True,IMG_20260406_115023_r2_c1,155.65863,197.94461,199.2168,4.7868915,4.8809,4.9612346,90.78039,55.997852,199.40918,1.0767475,2.817336,4.852453,196.4941,114.39082,123.022575,4.527195,0.8189971,0.7393754,0.28154752,0.35808286,0.3603678,0.002823565,0.0019575553,0.002006989
IMG_20260406_115023_r2_c1_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c1_aug4.jpg,True,IMG_20260406_115023_r2_c1,170.51324,214.0143,215.20903,4.4854317,4.3475485,4.5562844,90.86258,53.064377,215.25508,0.6752281,2.258754,4.421014,211.17754,114.12152,122.95399,4.0454807,0.7158451,0.40876502,0.28427723,0.356838,0.35883796,0.0024034288,0.0015716725,0.0013676792
IMG_20260406_115023_r2_c2_aug1,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c2_aug1.jpg,True,IMG_20260406_115023_r2_c2,46.8318,96.90164,101.38414,5.1251864,4.2154655,4.015844,92.6173,137.53235,101.39488,0.8259233,9.56176,4.0006495,96.80679,112.63172,120.29211,4.40117,0.8268289,0.8360798,0.19042893,0.39559078,0.4139734,0.012733747,0.006115987,0.008192382
IMG_20260406_115023_r2_c2_aug2,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c2_aug2.jpg,True,IMG_20260406_115023_r2_c2,97.73668,137.89223,143.9394,4.9647326,3.995084,3.980491,93.74856,81.903206,143.9394,1.1606059,5.7911205,3.980491,139.855,115.69019,120.20371,4.0775332,0.77396333,0.9757246,0.25735027,0.36336935,0.37929988,0.0058916085,0.0028199025,0.004516476
IMG_20260406_115023_r2_c2_aug3,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c2_aug3.jpg,True,IMG_20260406_115023_r2_c2,119.93094,163.30418,167.6404,4.377215,3.7082598,3.97309,92.85711,72.66102,167.65613,1.1109275,3.4907284,3.9524634,163.96902,114.533905,121.061874,3.641516,0.73994195,1.010994,0.2659302,0.36223876,0.37183464,0.0035390735,0.0023164372,0.002725728
IMG_20260406_115023_r2_c2_aug4,white_IMG_20260406_115023,white,train,/content/data/augmented_roi/white/IMG_20260406_115023_r2_c2_aug4.jpg,True,IMG_20260406_115023_r2_c2,84.55832,132.63782,136.99426,3.5541887,3.6062028,3.7693393,92.26785,97.713005,137.02531,1.0555148,3.339136,3.7352958,133.46887,113.02652,120.71011,3.5517142,0.89683414,0.9907874,0.23864292,0.3745297,0.38681886,0.0034528072,0.0032581536,0.0036853969
IMG_20260406_115213_r0_c0_aug1,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c0_aug1.jpg,True,IMG_20260406_115213_r0_c0,40.97125,91.67199,105.54746,3.2717347,3.9736297,3.8602955,96.39461,156.12535,105.54746,1.2115799,6.3072596,3.8602955,92.261604,115.5416,114.899765,3.9791758,1.4343363,1.4005824,0.17175709,0.3849145,0.44333684,0.009215827,0.0068051214,0.0081776995
IMG_20260406_115213_r0_c0_aug2,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c0_aug2.jpg,True,IMG_20260406_115213_r0_c0,72.48644,117.90024,128.76926,3.4247348,3.657387,3.576985,95.64707,111.552185,128.76926,1.0708426,4.39658,3.576985,119.480896,115.59461,117.223595,3.5906274,0.95683974,1.0772947,0.22699825,0.3694525,0.4035511,0.0055115526,0.003907369,0.00468195
IMG_20260406_115213_r0_c0_aug3,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c0_aug3.jpg,True,IMG_20260406_115213_r0_c0,87.78004,130.6866,142.29895,2.6655617,3.1915784,2.992308,96.476875,97.71558,142.29895,0.6648099,2.70599,2.992308,132.70836,116.47875,116.979454,3.130029,0.6532548,0.46987292,0.24326156,0.3622557,0.39450818,0.0031922786,0.0020575137,0.0026565278
IMG_20260406_115213_r0_c0_aug4,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c0_aug4.jpg,True,IMG_20260406_115213_r0_c0,1.9391016,23.565859,34.814022,0.9312213,1.5232563,1.9350883,100.30074,240.90282,34.814022,0.99534386,6.5716786,1.9350883,17.68961,124.224335,117.75477,1.5461507,0.9679683,0.88401735,0.031545307,0.39063832,0.57790446,0.014332767,0.013865418,0.017287895
IMG_20260406_115213_r0_c1_aug1,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c1_aug1.jpg,True,IMG_20260406_115213_r0_c1,61.110584,99.06414,107.65574,3.1829903,3.4006743,3.2994545,95.58875,110.298164,107.65574,0.67588353,4.839139,3.2994545,101.008125,116.97254,118.9941,3.490118,0.69950664,0.30567083,0.22800246,0.36992192,0.40206924,0.006119095,0.00275167,0.004403695
IMG_20260406_115213_r0_c1_aug2,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c1_aug2.jpg,True,IMG_20260406_115213_r0_c1,52.831642,99.7134,111.31875,5.4465756,7.8932285,8.465418,95.95226,134.4334,111.31906,1.3045961,8.480325,8.461878,100.85473,115.536995,116.49543,8.345575,1.5661441,1.4500058,0.19942507,0.37813264,0.42244583,0.012064743,0.0075240876,0.00915214
IMG_20260406_115213_r0_c1_aug3,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c1_aug3.jpg,True,IMG_20260406_115213_r0_c1,137.07277,197.47769,219.84077,6.6295104,10.050931,11.701454,98.162575,95.86004,219.84077,0.7223004,4.131652,11.701454,195.09242,114.154144,110.6559,9.262322,1.3653321,1.4887044,0.24736533,0.35619098,0.39645454,0.0042545777,0.002464351,0.0033974415
IMG_20260406_115213_r0_c1_aug4,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c1_aug4.jpg,True,IMG_20260406_115213_r0_c1,79.86535,140.38805,150.36816,2.4293182,2.5560474,2.5488465,94.39735,119.61969,150.36816,0.73514515,2.957919,2.5488465,139.99016,111.1175,116.650276,2.3705654,1.0532039,0.84320456,0.21547247,0.37882343,0.4057304,0.003929592,0.0034458477,0.0025333173
IMG_20260406_115213_r0_c2_aug1,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c2_aug1.jpg,True,IMG_20260406_115213_r0_c2,115.05621,163.9823,177.60204,1.6124582,1.6829365,1.8489226,96.52992,89.76008,177.60204,0.92649454,1.93573,1.8489226,164.69914,115.07754,115.89961,1.5632815,0.8047498,0.8197597,0.25193536,0.35911468,0.3889128,0.0017428455,0.00187245,0.0021737034
IMG_20260406_115213_r0_c2_aug2,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c2_aug2.jpg,True,IMG_20260406_115213_r0_c2,88.15148,145.03105,159.46063,1.8329779,1.6633725,1.828687,96.014725,114.01391,159.46063,0.81341916,2.3653166,1.828687,145.36012,113.284256,114.57285,1.4551305,0.9928454,1.1240363,0.22449644,0.36935306,0.40612727,0.0028332423,0.003017849,0.0027527648
IMG_20260406_115213_r0_c2_aug3,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c2_aug3.jpg,True,IMG_20260406_115213_r0_c2,88.83531,134.873,146.90758,3.4199772,3.3159213,3.466256,96.20586,100.839455,146.90758,1.0960947,3.5830095,3.466256,136.48468,115.597305,116.57133,3.1988587,1.0356239,1.1919588,0.23963411,0.36394188,0.39642793,0.0039530294,0.0034017663,0.0036409341
IMG_20260406_115213_r0_c2_aug4,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r0_c2_aug4.jpg,True,IMG_20260406_115213_r0_c2,10.163906,36.197853,40.34629,1.325596,1.2085975,1.091792,94.14719,190.99294,40.34629,0.8930125,7.28991,1.091792,32.186367,119.8325,122.32016,1.3112909,1.2290851,0.5195763,0.11692163,0.41760665,0.46548188,0.012196583,0.0095392885,0.006091572
IMG_20260406_115213_r1_c0_aug1,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r1_c0_aug1.jpg,True,IMG_20260406_115213_r1_c0,118.26285,156.80492,172.4341,1.8186154,2.1922102,2.0943334,98.48793,80.276405,172.4341,1.0208824,1.6266598,2.0943334,159.15137,118.5293,115.78414,1.9351627,1.0505747,0.5682717,0.26433334,0.35040805,0.38531503,0.0017068248,0.0021780557,0.0017367741
IMG_20260406_115213_r1_c0_aug2,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r1_c0_aug2.jpg,True,IMG_20260406_115213_r1_c0,151.84192,195.93906,207.48247,2.7936351,2.738021,2.5734277,96.25031,68.441956,207.48247,0.94574755,1.9711821,2.5734277,195.00754,116.23004,117.65769,2.4291112,0.82645863,0.8109147,0.27348417,0.35288045,0.37365973,0.0015346194,0.0015199583,0.0019338626
IMG_20260406_115213_r1_c0_aug3,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r1_c0_aug3.jpg,True,IMG_20260406_115213_r1_c0,116.570465,173.29008,186.49352,4.461134,4.586749,4.2557774,95.68262,95.62992,186.49352,0.9544844,3.3636632,4.2557774,172.32036,112.85199,115.39719,4.187258,1.1509265,1.2004731,0.24465027,0.36379927,0.3915644,0.0035088945,0.0029580565,0.0033860328
IMG_20260406_115213_r1_c0_aug4,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r1_c0_aug4.jpg,True,IMG_20260406_115213_r1_c0,147.49309,189.89343,199.64746,2.6143975,2.670228,2.2825434,95.59563,66.6957,199.64746,1.0673127,2.1961482,2.2825434,189.64864,116.34113,118.54969,2.3745985,0.7043879,1.0574477,0.27464122,0.35359624,0.37176654,0.0018026873,0.0017052771,0.002160507
IMG_20260406_115213_r1_c1_aug1,white_IMG_20260406_115213,white,train,/content/data/augmented_roi/white/IMG_20260406_115213_r1_c1_aug1.jpg,True,IMG_20260406_115213_r1_c1,38.677853,86.26535,104.87942,25.437866,30.42087,25.89382,98.12371,170.19727,104.880974,3.208395,50.552982,25.890291,86.76301,118.90746,112.36539,31.2737,5.234957,4.9520307,0.14405963,0.37450564,0.48143157,0.0793588,0.013158141,0.082361184
